Linux 5.15.0-91-generic (gl5) 	01/27/2024 	_x86_64_	(32 CPU)

12:57:27 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:57:32 PM     all      3.68      0.00      4.33      0.17      0.00     91.83
12:57:32 PM       0      0.80      0.00      5.01      0.00      0.00     94.19
12:57:32 PM       1      0.80      0.00      4.42      0.00      0.00     94.78
12:57:32 PM       2      1.40      0.00      4.41      0.00      0.00     94.19
12:57:32 PM       3      0.80      0.00      4.60      0.00      0.00     94.60
12:57:32 PM       4      1.00      0.00      5.02      0.00      0.00     93.98
12:57:32 PM       5      0.60      0.00      4.61      5.21      0.00     89.58
12:57:32 PM       6      1.00      0.00      4.39      0.00      0.00     94.61
12:57:32 PM       7      4.01      0.00      4.61      0.00      0.00     91.38
12:57:32 PM       8      1.20      0.00      4.20      0.00      0.00     94.60
12:57:32 PM       9     85.66      0.00      1.39      0.20      0.00     12.75
12:57:32 PM      10      1.00      0.00      4.01      0.00      0.00     94.99
12:57:32 PM      11      0.80      0.00      4.80      0.00      0.00     94.40
12:57:32 PM      12      1.20      0.00      4.19      0.00      0.00     94.61
12:57:32 PM      13      0.80      0.00      4.40      0.00      0.00     94.80
12:57:32 PM      14      1.00      0.00      4.01      0.00      0.00     94.99
12:57:32 PM      15      0.80      0.00      4.20      0.00      0.00     95.00
12:57:32 PM      16      1.20      0.00      4.00      0.00      0.00     94.80
12:57:32 PM      17      1.20      0.00      4.19      0.00      0.00     94.61
12:57:32 PM      18      0.80      0.00      4.60      0.00      0.00     94.60
12:57:32 PM      19      0.60      0.00      4.60      0.00      0.00     94.80
12:57:32 PM      20      0.40      0.00      4.61      0.00      0.00     94.99
12:57:32 PM      21      1.00      0.00      4.42      0.00      0.00     94.58
12:57:32 PM      22      1.40      0.00      4.40      0.00      0.00     94.20
12:57:32 PM      23      0.60      0.00      4.60      0.00      0.00     94.80
12:57:32 PM      24      0.80      0.00      4.40      0.00      0.00     94.80
12:57:32 PM      25      1.40      0.00      4.39      0.00      0.00     94.21
12:57:32 PM      26      0.80      0.00      4.21      0.00      0.00     94.99
12:57:32 PM      27      0.80      0.00      4.40      0.00      0.00     94.80
12:57:32 PM      28      0.80      0.00      4.40      0.00      0.00     94.80
12:57:32 PM      29      1.20      0.00      3.99      0.00      0.00     94.81
12:57:32 PM      30      1.00      0.00      4.39      0.00      0.00     94.61
12:57:32 PM      31      0.40      0.00      4.60      0.00      0.00     95.00

12:57:32 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:57:37 PM     all      2.36      0.00      0.09      0.71      0.00     96.84
12:57:37 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM       6      0.20      0.00      0.00      0.00      0.00     99.80
12:57:37 PM       7      0.20      0.00      0.20      0.00      0.00     99.60
12:57:37 PM       8      0.20      0.00      0.20      0.00      0.00     99.60
12:57:37 PM       9     28.66      0.00      0.60     17.64      0.00     53.11
12:57:37 PM      10      0.60      0.00      0.20      1.60      0.00     97.60
12:57:37 PM      11      0.20      0.00      0.20      0.00      0.00     99.60
12:57:37 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      21      0.20      0.00      0.40      0.00      0.00     99.40
12:57:37 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      25      0.00      0.00      0.20      0.00      0.00     99.80
12:57:37 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      29      0.00      0.00      0.00      0.00      0.00    100.00
12:57:37 PM      30     22.40      0.00      0.40      1.80      0.00     75.40
12:57:37 PM      31     22.85      0.00      0.40      1.80      0.00     74.95

12:57:37 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:57:42 PM     all      3.78      0.00      0.29      0.31      0.00     95.62
12:57:42 PM       0      0.20      0.00      0.20      0.00      0.00     99.60
12:57:42 PM       1      0.00      0.00      0.20      0.00      0.00     99.80
12:57:42 PM       2      0.00      0.00      0.40      0.00      0.00     99.60
12:57:42 PM       3      0.20      0.00      0.20      0.00      0.00     99.60
12:57:42 PM       4      0.60      0.00      3.99      0.00      0.00     95.41
12:57:42 PM       5      0.00      0.00      0.20      0.00      0.00     99.80
12:57:42 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
12:57:42 PM       7      0.00      0.00      0.00      0.40      0.00     99.60
12:57:42 PM       8      0.00      0.00      0.40      0.00      0.00     99.60
12:57:42 PM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:57:42 PM      10     23.00      0.00      0.40      1.00      0.00     75.60
12:57:42 PM      11      0.00      0.00      0.20      0.00      0.00     99.80
12:57:42 PM      12      0.00      0.00      0.40      0.00      0.00     99.60
12:57:42 PM      13      0.20      0.00      0.20      0.40      0.00     99.20
12:57:42 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:57:42 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
12:57:42 PM      16      0.20      0.00      0.20      0.00      0.00     99.60
12:57:42 PM      17      0.00      0.00      0.20      0.00      0.00     99.80
12:57:42 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
12:57:42 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
12:57:42 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
12:57:42 PM      21      0.20      0.00      0.40      0.00      0.00     99.40
12:57:42 PM      22      0.20      0.00      0.40      0.00      0.00     99.40
12:57:42 PM      23      0.20      0.00      0.20      0.00      0.00     99.60
12:57:42 PM      24      0.20      0.00      0.00      0.00      0.00     99.80
12:57:42 PM      25      0.40      0.00      0.40      0.00      0.00     99.20
